	Dividends	Stock Splits	Date	contractSymbol	strike	lastPrice	bid	ask	change	percentChange	volume	openInterest	impliedVolatility	inTheMoney	contractSize	currency
192			2024-09-05	TSLA240920C00415000	415.0	0.01	0.0	0.0	0.0	0.0	12.0	0.0	0.500005	False	REGULAR	USD
193			2024-09-05	TSLA240920C00530000	530.0	0.01	0.0	0.0	0.0	0.0	1.0	467.0	0.500005	False	REGULAR	USD
194			2024-09-05	TSLA240920C00540000	540.0	0.01	0.0	0.0	0.0	0.0	5.0	0.0	1.000005	False	REGULAR	USD
195			2024-08-01	TSLA240920P00345000	345.0	128.17	130.4	131.65	0.0	0.0	1.0	0.0	4.890384746398926	True	REGULAR	USD
196			2024-08-01	TSLA240920P00460000	460.0	242.94	245.4	246.45	0.0	0.0	1.0	0.0	6.510255768432618	True	REGULAR	USD
197			2024-08-27	TSLA240920P00350000	350.0	140.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0000000000000003e-05	True	REGULAR	USD
198			2024-08-15	TSLA240920P00355000	355.0	140.27	124.4	125.15	0.0	0.0	1.0	0.0	2.4677772680664063	True	REGULAR	USD
199			2024-08-29	TSLA240920P00360000	360.0	151.41	0.0	0.0	0.0	0.0	1151.0	0.0	1.0000000000000003e-05	True	REGULAR	USD
200			2024-08-29	TSLA240920C00455000	455.0	0.01	0.0	0.0	0.0	0.0	200.0	735.0	0.500005	False	REGULAR	USD
201			2024-07-18	TSLA240920P00365000	365.0	116.4	146.95	149.45	0.0	0.0	3.0	0.0	4.882816396484374	True	REGULAR	USD
202			2024-07-18	TSLA240920C00030000	30.0	226.55	185.85	188.2	0.0	0.0	2.0	58.0	1.0000000000000003e-05	True	REGULAR	USD
203			2024-07-25	TSLA240920P00375000	375.0	152.07	154.05	155.45	0.0	0.0	1.0	0.0	4.581791382141114	True	REGULAR	USD
204			2024-07-24	TSLA240920P00380000	380.0	162.9	159.3	160.4	0.0	0.0	2.0	0.0	4.6689494763183585	True	REGULAR	USD
205			2024-07-24	TSLA240920P00385000	385.0	167.92	164.05	165.45	0.0	0.0	1.0	0.0	4.726566591796875	True	REGULAR	USD
206			2024-01-25	TSLA240920P00390000	390.0	203.35	197.1	198.85	0.0	0.0	1.0	0.0	8.065190506134032	True	REGULAR	USD
207			2024-07-15	TSLA240920P00430000	430.0	169.0	227.15	229.9	0.0	0.0	1.0	0.0	7.627441871948243	True	REGULAR	USD
208			2023-12-29	TSLA240920P00435000	435.0	186.05	243.8	245.5	0.0	0.0	3.0	0.0	8.894535690917966	True	REGULAR	USD
209			2024-07-05	TSLA240920P00440000	440.0	191.57	231.85	232.8	0.0	0.0	1.0	0.0	7.052491418762207	True	REGULAR	USD
210			2024-07-05	TSLA240920P00445000	445.0	196.55	236.85	237.8	0.0	0.0	1.0	0.0	7.114991340637207	True	REGULAR	USD
211			2024-07-05	TSLA240920P00540000	540.0	293.93	331.85	333.1	0.0	0.0	2.0	0.0	8.160649430847169	True	REGULAR	USD
212			2024-08-02	TSLA240920P00450000	450.0	243.77	235.4	236.45	0.0	0.0	2.0	0.0	6.3938008358764655	True	REGULAR	USD
213			2024-08-02	TSLA240920P00455000	455.0	248.79	240.4	241.65	0.0	0.0	1.0	0.0	6.465333949584962	True	REGULAR	USD
214			2023-08-09	TSLA240920P00465000	465.0	222.0	212.1	214.9	0.0	0.0	1.0	0.0	1.0000000000000003e-05	True	REGULAR	USD
215			2024-07-08	TSLA240920P00470000	470.0	212.37	271.25	271.85	0.0	0.0	1.0	0.0	8.46313947616577	True	REGULAR	USD
216			2024-07-11	TSLA240920P00480000	480.0	237.17	279.4	280.75	0.0	0.0	6.0	0.0	8.416020364990231	True	REGULAR	USD
217			2023-06-26	TSLA240920P00490000	490.0	246.15	222.2	230.65	0.0	0.0	2.0	5.0	1.0000000000000003e-05	True	REGULAR	USD
218			2023-06-26	TSLA240920P00530000	530.0	285.45	262.7	269.25	0.0	0.0		0.0	1.0000000000000003e-05	True	REGULAR	USD
219			2023-07-27	TSLA240920P00495000	495.0	238.34	251.5	261.0	0.0	0.0		0.0	1.0000000000000003e-05	True	REGULAR	USD
220			2023-07-27	TSLA240920P00510000	510.0	253.5	269.3	273.1	0.0	0.0	249.0	0.0	1.0000000000000003e-05	True	REGULAR	USD
221			2024-07-23	TSLA240920P00500000	500.0	253.1	287.4	292.6	0.0	0.0	6.0	0.0	7.460938173828126	True	REGULAR	USD
222			2024-07-23	TSLA240920P00560000	560.0	311.01	347.4	352.6	0.0	0.0	2.0	0.0	8.039067475585936	True	REGULAR	USD
223			2023-10-19	TSLA240920P00520000	520.0	295.89	281.0	290.5	0.0	0.0	2.0	0.0	4.310063206176757	True	REGULAR	USD
224			2023-07-03	TSLA240920P00550000	550.0	270.3	290.0	299.5	0.0	0.0	3.0	0.0	1.0000000000000003e-05	True	REGULAR	USD
225			2024-09-11	TSLA240920C00015000	15.0	211.45	0.0	0.0	0.0	0.0	3.0	16.0	1.0000000000000003e-05	True	REGULAR	USD
226			2024-09-11	TSLA240920C00085000	85.0	137.2	0.0	0.0	0.0	0.0	7.0	990.0	1.0000000000000003e-05	True	REGULAR	USD
227			2024-09-11	TSLA240920C00500000	500.0	0.01	0.0	0.0	0.0	0.0	1303.0	0.0	0.500005	False	REGULAR	USD
228			2024-06-28	TSLA240920C00045000	45.0	156.22	173.65	176.05	0.0	0.0	6.0	5.0	1.0000000000000003e-05	True	REGULAR	USD
229			2024-09-03	TSLA240920C00055000	55.0	160.4	0.0	0.0	0.0	0.0	5.0	0.0	1.0000000000000003e-05	True	REGULAR	USD
230			2024-09-03	TSLA240920C00435000	435.0	0.01	0.0	0.0	0.0	0.0	1.0	501.0	0.500005	False	REGULAR	USD
231			2024-09-09	TSLA240920C00420000	420.0	0.01	0.0	0.0	0.0	0.0	25.0	0.0	0.500005	False	REGULAR	USD
232			2024-09-09	TSLA240920C00440000	440.0	0.01	0.0	0.0	0.0	0.0	10.0	0.0	0.500005	False	REGULAR	USD
233			2024-09-09	TSLA240920C00465000	465.0	0.01	0.0	0.0	0.0	0.0	10.0	1142.0	0.500005	False	REGULAR	USD
234			2024-09-09	TSLA240920C00490000	490.0	0.01	0.0	0.0	0.0	0.0	25.0	2277.0	0.500005	False	REGULAR	USD
235			2024-08-30	TSLA240920C00460000	460.0	0.01	0.0	0.0	0.0	0.0	200.0	0.0	0.500005	False	REGULAR	USD
236			2024-08-30	TSLA240920C00480000	480.0	0.01	0.0	0.0	0.0	0.0	300.0	0.0	0.500005	False	REGULAR	USD
237			2024-08-30	TSLA240920C00510000	510.0	0.01	0.0	0.0	0.0	0.0	3.0	711.0	0.500005	False	REGULAR	USD
238			2024-08-23	TSLA240920C00475000	475.0	0.01	0.0	0.0	0.0	0.0	60.0	841.0	0.500005	False	REGULAR	USD
